Alabama,Autauga,6,0,32.5165255,-86.6319403,55504
Alabama,Baldwin,5,0,30.5677527,-87.7324392,212628
Alabama,Blount,2,0,33.9510169,-86.5702002,57704
Alabama,Bullock,2,0,32.09929,-85.7091657,10309
Alabama,Butler,1,0,32.0895908,-88.2219652,19825
Alabama,Calhoun,2,0,33.7514505,-85.8315666,114611
Alabama,Chambers,13,0,32.8901658,-85.3866953,33713
Alabama,Cherokee,1,0,34.1142554,-85.6004514,25857
Alabama,Chilton,4,0,32.8522565,-86.7032845,44067
Alabama,Choctaw,1,0,31.9908095,-88.2821326,12945
Alabama,Clay,1,0,33.715158,-86.58666945,13367
Alabama,Cleburne,1,0,33.6506958,-85.5017359,14900
Alabama,Colbert,1,0,34.6473396,-87.7921769,54500
Alabama,Coosa,2,0,32.9181762,-86.2327497,10754
Alabama,Crenshaw,1,0,31.6809362,-86.3244009,13871
Alabama,Cullman,6,0,34.1335332,-86.8779268,82755
Alabama,Dallas,2,0,32.3117968,-87.1046643,40008
Alabama,DeKalb,1,0,34.4524349,-85.7662118,71617
Alabama,Elmore,10,0,32.5801231,-86.125195,81667
Alabama,Etowah,4,0,34.0371404,-86.022147,102755
Alabama,Franklin,3,0,34.440962,-87.8339064,31495
Alabama,Houston,3,0,31.1355603,-85.2654592,104056
Alabama,Jackson,4,1,34.7692447,-85.9867941,51909
Alabama,Jefferson,159,0,33.5228184,-86.9164513,659521
Alabama,Lamar,1,0,33.7490016,-88.1003689,13918
Alabama,Lauderdale,9,0,34.9049555,-87.6747398,92538
Alabama,Lawrence,3,0,34.4776367,-87.3017331,33049
Alabama,Lee,47,0,32.5814796,-85.3077038,161604
Alabama,Limestone,13,0,34.8342463,-86.9901321,94402
Alabama,Lowndes,1,0,32.1088066,-86.6402541,10076
Alabama,Madison,43,0,34.7736807,-86.5675095,361046
Alabama,Marengo,1,0,32.201002,-87.7569365,19673
Alabama,Marion,7,0,34.1128132,-87.8544031,29833
Alabama,Marshall,3,0,34.3396046,-86.3301801,95157
Alabama,Mobile,18,0,30.6943566,-88.0430541,413955
Alabama,Montgomery,17,0,32.3669656,-86.3006485,226646
Alabama,Morgan,9,0,34.4296848,-86.8529584,118818
Alabama,Pickens,1,0,33.2948421,-88.1244034,20324
Alabama,Pike,2,0,33.2588817,-86.8295337,33267
Alabama,Russell,1,0,32.2698458,-85.1959487,57045
Alabama,Shelby,52,0,33.2503347,-86.6639746,210622
Alabama,St. Clair,6,0,33.7086407,-86.3364,88199
Alabama,Talladega,4,0,33.3967079,-86.1597137,80065
Alabama,Tallapoosa,4,0,32.8595687,-85.8023774,40681
Alabama,Tuscaloosa,19,0,33.2095614,-87.5675258,206102
Alabama,Walker,17,0,33.7804491,-87.2767248,64058
Alabama,Washington,2,0,31.3991238,-88.2019828,16531
Alabama,Wilcox,2,0,31.9523021,-87.3005169,10719
Alaska,Anchorage,28,0,61.2163129,-149.8948523,294356
Alaska,Fairbanks North Star Borough,11,0,64.8649039,-146.7751619,99703
Alaska,Juneau City and Borough,2,0,58.3019496,-134.419734,32094
Alaska,Kenai Peninsula Borough,5,0,60.0968272,-151.788033,58617
Alaska,Ketchikan Gateway Borough,11,0,55.489748,-131.011963,13856
Alaska,Matanuska-Susitna Borough,2,0,62.3402481,-149.4793288,106532
Arizona,Apache,9,0,35.214632,-109.4786676,71606
Arizona,Cochise,2,0,31.8514532,-109.8181858,125770
Arizona,Coconino,28,2,35.9363252,-111.6948197,140776
Arizona,Graham,2,0,32.8397096,-109.8685752,37466
Arizona,La Paz,2,0,33.7923828,-114.0184443,20317
Arizona,Maricopa,299,4,33.34883,-112.49123,4307033
Arizona,Mohave,2,0,35.7218038,-113.8271174,207200
Arizona,Navajo,43,0,35.1819775,-110.3549451,110026
Arizona,Pima,75,0,32.1112624,-111.6546163,1016206
Arizona,Pinal,35,0,32.8085851,-111.4426212,418540
Arizona,Santa Cruz,2,0,31.5094579,-110.8476281,45985
Arizona,Yavapai,5,0,34.5668857,-112.5515965,225562
Arizona,Yuma,4,0,32.6926588,-114.6276157,207534
Arkansas,Benton,23,0,36.3456186,-94.2670404,266300
Arkansas,Boone,1,0,36.2829183,-93.0784759,37304
Arkansas,Bradley,4,0,33.4494147,-92.16876,10996
Arkansas,Chicot,1,0,33.2536665,-91.3026986,10945
Arkansas,Clark,15,0,34.0541966,-93.198963,22657
Arkansas,Cleburne,46,1,35.5298937,-92.0312818,25264
Arkansas,Cleveland,4,0,33.8847138,-92.1724506,8241
Arkansas,Columbia,1,0,33.1938586,-93.2344337,23901
Arkansas,Conway,2,0,35.2521996,-92.6888936,20937
Arkansas,Craighead,4,0,35.8348413,-90.6441144,105835
Arkansas,Crawford,1,0,35.5803044,-94.2684622,62267
Arkansas,Crittenden,7,0,35.2505701,-90.3192299,49235
Arkansas,Cross,1,0,35.3001216,-90.7750181,17037
Arkansas,Desha,2,0,33.7740219,-91.3110517,11876
Arkansas,Drew,1,0,33.5716907,-91.7160969,18651
Arkansas,Faulkner,24,0,35.1470851,-92.3219053,122227
Arkansas,Garland,19,0,34.5488944,-93.1838539,97477
Arkansas,Grant,3,0,34.2773864,-92.420578,18082
Arkansas,Greene,3,0,36.091803,-90.5778883,44598
Arkansas,Hempstead,1,0,33.6949319,-93.6929825,21974
Arkansas,Hot Spring,1,0,34.2956351,-92.9005742,33374
Arkansas,Howard,1,0,34.0744088,-93.9745776,13377
Arkansas,Independence,3,0,35.718344,-91.55326,37168
Arkansas,Jefferson,23,0,34.2711667,-91.9248307,70016
Arkansas,Lawrence,2,0,36.0078212,-91.1655476,16735
Arkansas,Lincoln,5,0,33.9359663,-91.7713274,13705
Arkansas,Lonoke,4,0,34.7414404,-91.862792,72228
Arkansas,Pike,2,0,35.2048883,-92.4479108,10832
Arkansas,Poinsett,3,0,35.5730183,-90.6717121,24023
Arkansas,Polk,2,0,34.4995799,-94.2397116,20173
Arkansas,Pope,3,0,35.453867,-93.0498623,63779
Arkansas,Pulaski,83,1,34.7550166,-92.3003472,393250
Arkansas,Randolph,1,0,36.3412315,-91.0387017,17448
Arkansas,Saline,4,0,34.6021249,-92.6542869,118703
Arkansas,Searcy,2,0,35.9018987,-92.7098744,7967
Arkansas,Sebastian,3,0,35.1770785,-94.2654285,127793
Arkansas,Sevier,1,0,33.9867858,-94.243888,16910
Arkansas,Stone,4,0,35.8317159,-92.1747633,12539
Arkansas,Union,2,0,33.1637366,-92.6171029,39887
Arkansas,Van Buren,13,0,35.5759086,-92.4916144,16628
Arkansas,Washington,12,0,35.9672625,-94.2280656,228049
Arkansas,White,6,0,35.2463042,-91.7169687,79263
Arkansas,Woodruff,1,0,35.1714574,-91.2229851,6641
California,Alameda,199,4,37.6090291,-121.899142,1647704
California,Amador,1,0,38.449089,-120.5911018,37383
California,Butte,5,0,39.6519275,-121.5858444,226864
California,Calaveras,2,0,38.2558181,-120.4981492,45171
California,Contra Costa,131,1,37.9034806,-121.9175345,1135127
